NUMERO_PLACA,MARCA,COLOR,ANIO DE MATRICULA,MODELO,CLASE,FECHA DE MATRICULA,ANIO,SERVICIO,FECHA DE CADUCIDAD
HBB9063,MAZDA,BLANCO,2017,BT-50 STD CRD FL AC 2.5 CD 4X4 TM DIESEL,CAMIONETA,13-06-2017,2014,USO PARTICULAR,12-06-2022,
HBB9288,CHEVROLET,PLOMO,2018,D-MAX DOHC AC 2.4 CD 4X2 TM,CAMIONETA,08-03-2018,2015,USO PARTICULAR,07-03-2023,
HBC2792,TOYOTA,NEGRO,2018,HILUX 2.7 CD 4X2 TM,CAMIONETA,28-03-2018,2016,USO PARTICULAR,27-03-2023,
HBC2882,RENAULT,ROJO,2019,LOGAN EXPRESSION 8V AC 1.6 4P 4X2 TM,AUTOMOVIL,25-03-2019,2016,USO PARTICULAR,23-03-2024,
HBC3224,KIA,PLATEADO,2017, SPORTAGE LX DAB AC 2.0 4P 4X2 TM,VEH. UTILITARIO,13-08-2017,2016,USO PARTICULAR,12-08-2022,
HBC3351,CHEVROLET,PLATEADO,2020,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,30-01-2020,2016,USO PARTICULAR,28-02-2025,
HBC3473,KIA,ROJO,2016,SPORTAGE AC 2.0 5P 4X2 TM,VEH. UTILITARIO,30-06-2016,2016,USO PARTICULAR, ,
HBC3524,GREAT WALL,VINO,2019,M4 CONFORT AC 1.5 5P 4X2 TM,VEH. UTILITARIO,04-06-2019,2017,USO PARTICULAR,02-06-2024,
HBC3712,CHEVROLET,BLANCO,2016,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,03-10-2016,2017,USO PARTICULAR,02-10-2021,
HBC4370,KIA,AMARILLO,2018,RIO R LX 1.4 4P 4X2 TM,AUTOMOVIL,26-10-2018,2017,USO PUBLICO,30-11-2023,
HBC4514,RENAULT,PLATEADO,2018,LOGAN EXPRESSION AC 1.6 4P 4X2 TM,AUTOMOVIL,07-02-2018,2018,USO PARTICULAR,06-02-2023,
HBC4585,SUZUKI,BLANCO,2017,GRAND VITARA SZ NEXT SPORT AC 2.4 5P 4X2 TA,SIN VALOR,09-05-2017,2017,USO PARTICULAR,08-05-2022,
HBC4713,KIA,ROJO,2017,RIO R LX 1.4 4P 4X2 TM,AUTOMOVIL,07-06-2017,2017,USO PARTICULAR,06-06-2022,
HBC4725,KIA,PLATEADO,2017,SPORTAGE SL AC 2.0 5P 4X2 TM,SIN VALOR,09-06-2017,2018,USO PARTICULAR,08-06-2022,
HBC4768,TOYOTA,ROJO,2017,HILUX 2.7 CD 4X2 TM,CAMIONETA,16-06-2017,2018,USO PARTICULAR,15-06-2022,
HBC4804,NISSAN,PLOMO,2017,KICKS DRIVE AC 1.6 5P 4X2 TM,SIN VALOR,23-06-2017,2018,USO PARTICULAR,22-06-2022,
HBC5157,KIA,BLANCO,2017,PICANTO LX AC 1.2 4P 4X2 TM,AUTOMOVIL,10-08-2017,2018,USO PARTICULAR,09-08-2022,
HBC5162,CHEVROLET,ROJO,2020,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,05-03-2020,2018,USO PARTICULAR,04-03-2025,
HBC6446,NISSAN,CAFE,2018,VERSA AC 1.6 4P 4X2 TM,AUTOMOVIL,08-02-2018,2018,USO PARTICULAR,07-02-2023,
HBC6668,NISSAN,PLATEADO,2018,QASHQAI SENSE AC 2.0 5P 4X2 TM,SIN VALOR,06-03-2018,2018,USO PARTICULAR,05-03-2023,
HBC7245,CHEVROLET,VINO,2018,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,10-05-2018,2019,USO PARTICULAR,06-08-2025,
HBC7251,HYUNDAI,BLANCO,2018,ACCENT 1.6 4P 4X2 TM,AUTOMOVIL,10-05-2018,2018,USO PARTICULAR,09-05-2023,
HBC7253,RENAULT,PLOMO,2018,SANDERO STEPWAY AC 1.6 4P 4X2 TM,AUTOMOVIL,10-05-2018,2019,USO PARTICULAR,09-05-2023,
HBC7388,HINO,BLANCO,2019,XZU640L-HKMLJ3 AC 4.0 2P 4X2 TM DIESEL CN,CAMION,26-07-2019,2019,USO PARTICULAR,24-07-2024,
HBC7482,HYUNDAI,PLOMO,2018,ACCENT 1.6 4P 4X2 TM,AUTOMOVIL,08-06-2018,2018,USO PARTICULAR,07-06-2023,
HBC7528,NISSAN,ROJO,2018,QASHQAI ADVANCE AC 2.0 5P 4X2 TA,SIN VALOR,14-06-2018,2019,USO PARTICULAR,13-06-2023,
HBC7566,RENAULT,BLANCO,2018,SANDERO STEPWAY AC 1.6 4P 4X2 TM,AUTOMOVIL,18-06-2018,2019,USO PARTICULAR,17-06-2023,
HC799U,SUKIDA,ROJO,2017,SK200GY-A SKR200,MOTOCICLETA,25-10-2017,2011,USO PARTICULAR,24-10-2022,
HCN0068,CHEVROLET,ROJO,2017,NHR 2.7 2P 4X2 TM DIESEL,CAMION,22-09-2017,2009,USO PARTICULAR,21-09-2022,
HD105F,TUNDRA,ROJO,2016,TD150,MOTOCICLETA,28-06-2016,2010,USO PARTICULAR,29-12-2020,
HE042C,SUZUKI,AZUL,2017,EN 125,MOTOCICLETA,28-12-2017,2010,USO PARTICULAR,27-12-2022,
HE649C,BAJAJ,ROJO,2020,PULSAR 135,MOTOCICLETA,05-10-2020,2012,USO PARTICULAR,04-10-2025,
HE514E,BMA,NEGRO,2014,SK 200,MOTOCICLETA,20-05-2014,2009,USO PARTICULAR, ,
HE608B,LONCIN,ROJO,2016,LX200GY,MOTOCICLETA,21-11-2016,2011,USO PARTICULAR,20-11-2021,
HE721D,BAJAJ,ROJO,2018,PULSAR 135 LS,MOTOCICLETA,18-09-2018,2013,USO PARTICULAR,17-09-2023,
HE770N,LONCIN,ROJO,2017,LX150ST-3,MOTOCICLETA,06-03-2017,2011,USO PARTICULAR,05-03-2022,
HE811F,BAJAJ,ROJO,2020,PULSAR 135 LS,MOTOCICLETA,03-09-2020,2013,USO PARTICULAR,02-09-2025,
HE815F,BAJAJ,VERDE,2014,PULSAR 135 LS,MOTOCICLETA,03-09-2014,2013,USO PARTICULAR,25-10-2025,
HE912E,LONCIN,NEGRO,2018,LX150-27,MOTOCICLETA,30-07-2018,2011,USO PARTICULAR,29-07-2023,
HH682D,FORMOSA,NEGRO,2017,FM110-4I,MOTOCICLETA,31-05-2017,2010,USO PARTICULAR,30-05-2022,
HI624H,TRAXX,ROJO,2015,TX150-5B,MOTOCICLETA,20-03-2015,2010,USO PARTICULAR,29-12-2020,
HK941J,SKYGO,AZUL,2017,ST-150T-8,MOTOCICLETA,20-06-2017,2012,USO PARTICULAR,19-06-2022,
HL055F,MOTOR UNO,NEGRO,2017,TRAIL 200,MOTOCICLETA,18-07-2017,2013,USO PARTICULAR,17-07-2022,
HM713Y,SUKIDA,PLATEADO,2018,GNE 125,MOTOCICLETA,29-05-2018,2010,USO PARTICULAR,30-04-2023,
HM887Y,UM,ROJO,2012,XTREET 180,MOTOCICLETA,24-09-2012,2012,USO PARTICULAR,05-12-2019,
HN340F,DAYTONA,NEGRO,2015,DY150-4,MOTOCICLETA,30-11-2015,2011,USO PARTICULAR,31-12-2015,
HN406X,MOTOR UNO,ROJO,2018,ROCKET 125,MOTOCICLETA,02-10-2018,2013,USO PARTICULAR,01-10-2023,
HN593E,BAJAJ,NEGRO,2018,PULSAR 220 F,MOTOCICLETA,07-05-2018,2012,USO PARTICULAR,06-05-2023,
HN751L,SHINERAY,ROJO,2018,XY200GY-5,MOTOCICLETA,05-03-2018,2013,USO PARTICULAR,04-03-2023,
HN892I,THUNDER,ROJO,2017,TRX200,MOTOCICLETA,14-03-2017,2011,USO PARTICULAR,13-03-2022,
HO192I,LONCIN,VERDE,2019,JL200-II,MOTOCICLETA,18-03-2019,2012,USO PARTICULAR,30-03-2024,
HO332M,MOTOR UNO,NEGRO,2019,NAZCA 200,MOTOCICLETA,28-03-2019,2013,USO PARTICULAR,26-03-2024,
HO631M,BAJAJ,AZUL,2019,PULSAR 135 LS,MOTOCICLETA,15-02-2019,2013,USO PARTICULAR,29-02-2024,
HR487N,RANGER,NEGRO,2017,200-4,MOTOCICLETA,25-08-2017,2010,USO PARTICULAR,24-08-2022,
HU366A,LONCIN,AZUL,2019,LX150-70C,MOTOCICLETA,21-08-2019,2014,USO PARTICULAR,30-08-2024,
HU425A,TUKO,NEGRO,2016,TK150 H,MOTOCICLETA,13-09-2016,2014,USO PARTICULAR,12-09-2021,
HU598A,BAJAJ,ROJO,2019,PULSAR 200 NS,MOTOCICLETA,28-10-2019,2014,USO PARTICULAR,30-09-2024,
HU637A,TUKO,ROJO,2017,TK 200 PRUSS,MOTOCICLETA,06-12-2017,2014,USO PARTICULAR,05-12-2022,
HU698A,BAJAJ,AMARILLO,2018,EXPLORER XLT 4X4,MOTOCICLETA,14-06-2018,2014,USO PARTICULAR,30-09-2023,
HX959P,DAYTONA,NEGRO,2018,DY250-BULL,MOTOCICLETA,22-01-2018,2014,USO PARTICULAR,21-01-2023,
HY458Q,SUKIDA,NEGRO,2018,NOMADA200,MOTOCICLETA,24-09-2018,2014,USO PARTICULAR,30-09-2023,
HZ522U,MOTOR UNO,NEGRO,2017,BRIO-125,MOTOCICLETA,28-04-2017,2014,USO PARTICULAR,27-04-2022,
HZ859Z,MOTOR UNO,ROJO,2017,M1R250,MOTOCICLETA,04-10-2017,2015,USO PARTICULAR,03-10-2022,
IAA1273,HINO,BLANCO,2018,GD8JLSA,AUTOBUS,20-04-2018,2012,USO PUBLICO,19-04-2023,
IAA1936,HINO,BLANCO,2019,FM2PRSA AC 10.5 2P 6X4 TM DIESEL,CAMION,12-07-2019,2015,USO PUBLICO,31-07-2024,
IAA2256,HINO,BLANCO,2017,AK8JRSA 7.7 4X2 TM DIESEL CN,AUTOBUS,12-09-2017,2018,USO PUBLICO,11-09-2022,
IAI0716,HINO,BLANCO,2015,FM1JRUA,CAMION,25-03-2015,2010,USO PUBLICO,27-08-2024,
IAK0730,CHEVROLET,BLANCO,2018,NKR II CHASIS CABINADO,CAMION,10-10-2018,2009,USO PUBLICO,30-11-2023,
IAK0875,HINO,BLANCO,2019,FC4JJUA,CAMION,21-08-2019,2010,USO PUBLICO,19-08-2024,
IAK0887,CHEVROLET,BLANCO,2016,AVEO FAMILY 1.5L TM STD,AUTOMOVIL,17-06-2016,2010,USO PARTICULAR, ,
IB019G,MOTOR UNO,AZUL,2016,ROCKET 125,MOTOCICLETA,26-10-2016,2013,USO PARTICULAR,25-10-2021,
HE762E,LONCIN,ROJO,2020,LX150-27,MOTOCICLETA,12-03-2020,2011,USO PARTICULAR,31-12-2025,
HE932F,RANGER,ROJO,2017,200-5,MOTOCICLETA,05-04-2017,2010,USO PARTICULAR,04-04-2022,
HE967F,BAJAJ,NEGRO,2020,PULSAR 200 NS,MOTOCICLETA,13-08-2020,2014,USO PARTICULAR,31-12-2025,
HH638C,YAMAHA,ROJO,2016,DT175D,MOTOCICLETA,08-09-2016,2010,USO PARTICULAR,07-09-2021,
HI743K,QMC,ROJO,2020,PANTANERA QMC200GY,MOTOCICLETA,30-07-2020,2011,USO PARTICULAR,29-12-2020,
HK867L,MOTOR UNO,ROJO,2015,LK150T-7 JOY-150,MOTOCICLETA,17-07-2015,2010,USO PARTICULAR, ,
HM476H,LONCIN,BLANCO,2019,LX250-11,MOTOCICLETA,08-10-2019,2015,USO PARTICULAR,06-10-2024,
HN482S,MOTOR UNO,BLANCO,2017,M1R250,MOTOCICLETA,06-02-2017,2013,USO PARTICULAR,05-02-2022,
HO375Q,MOTOR UNO,ROJO,2017,TRAIL 200,MOTOCICLETA,22-06-2017,2012,USO PARTICULAR,21-06-2022,
HO600L,SUZUKI,AZUL,2016,GN125,MOTOCICLETA,28-11-2016,2012,USO PARTICULAR,27-11-2021,
HO682T,RANGER,VERDE,2016,200GY,MOTOCICLETA,23-03-2016,2010,USO PARTICULAR,29-12-2020,
HP471J,DAYTONA,NEGRO,2016,DY250GY-3,MOTOCICLETA,08-07-2016,2011,USO PARTICULAR,30-12-2021,
HP568D,LIFAN,ROJO,2016,LF200-16C,MOTOCICLETA,09-12-2016,2012,USO PARTICULAR,08-12-2021,
HP598P,TUNDRA,AZUL,2017,TD250GY-4F,MOTOCICLETA,28-06-2017,2013,USO PARTICULAR,22-07-2023,
HP652Y,SUKIDA,VERDE,2019,SKR 200S,MOTOCICLETA,15-03-2019,2012,USO PARTICULAR,31-03-2024,
HQ242C,HONDA,ROJO,2020,CRF 230F,MOTOCICLETA,27-02-2020,2011,USO PARTICULAR,25-02-2025,
HR947N,MOTOR UNO,ROJO,2017,SK200 FX200,MOTOCICLETA,24-08-2017,2013,USO PARTICULAR,23-08-2022,
HT530V,MOTOR UNO,VERDE,2018,ROCKET 250,MOTOCICLETA,08-06-2018,2013,USO PARTICULAR,07-06-2023,
HU084L,DAYTONA,ROJO,2018,DY200GY-3,MOTOCICLETA,26-07-2018,2012,USO PARTICULAR,25-07-2023,
HU401A,MOTOR UNO,VERDE,2018,M1R200,MOTOCICLETA,05-02-2018,2012,USO PARTICULAR,04-02-2023,
HU577A,MOTOR UNO,NEGRO,2014,M1R250,MOTOCICLETA,12-11-2014,2014,USO PARTICULAR, ,
HU664A,RANGER,ROJO,2018,200GY-8,MOTOCICLETA,04-06-2018,2015,USO PARTICULAR,31-05-2023,
HU675A,BAJAJ,NEGRO,2017,PULSAR 135 LS,MOTOCICLETA,05-06-2017,2014,USO PARTICULAR,04-06-2022,
HU777A,RANGER,ROJO,2018,200-6,MOTOCICLETA,29-10-2018,2014,USO PARTICULAR,28-10-2023,
HV633I,MOTOR UNO,BLANCO,2018,ROCKET 125,MOTOCICLETA,06-04-2018,2013,USO PARTICULAR,05-04-2023,
HY599Z,MOTOR UNO,BLANCO,2017,ROCKET 125,MOTOCICLETA,17-05-2017,2014,USO PARTICULAR,16-05-2022,
HZ272J,KTM,BLANCO,2014,390 DUKE ABS,MOTOCICLETA,12-05-2014,2014,USO PARTICULAR,30-07-2022,
IA105J,SUZUKI,AZUL,2016,GS125,MOTOCICLETA,15-03-2016,2015,USO PARTICULAR,14-03-2021,
IBA1578,CHEVROLET,PLOMO,2019,AVEO ACTIVO 1.6L 4P STD,AUTOMOVIL,16-09-2019,2010,USO PARTICULAR,30-09-2024,
IBA3799,HINO,BLANCO,2016,GH8JMSA,CAMION,13-06-2016,2011,USO PUBLICO,31-10-2020,
IBA4132,CHEVROLET,VINO,2016,AVEO EMOTION 1.6L GLS,AUTOMOVIL,14-10-2016,2010,USO PARTICULAR,13-10-2021,
IBA4158,KIA,PLATEADO,2019,RIO 1.4L LX 4P,AUTOMOVIL,17-09-2019,2011,USO PARTICULAR,30-09-2024,
HE464D,BAJAJ,AZUL,2017,PULSAR 135 LS,MOTOCICLETA,07-07-2017,2013,USO PARTICULAR,06-07-2022,
HE516D,BAJAJ,NEGRO,2017,PULSAR 135 LS,MOTOCICLETA,09-05-2017,2013,USO PARTICULAR,08-05-2022,
HE574B,PEGASO,NEGRO,2017,PG200-8A,MOTOCICLETA,17-08-2017,2009,USO PARTICULAR,16-08-2022,
HE680Q,MOTOR UNO,ROJO,2017,ROCKET 250,MOTOCICLETA,19-06-2017,2010,USO PARTICULAR,18-06-2022,
HE705E,MOTOR UNO,VERDE,2017,XY250GY-ENDURO 250 PC,MOTOCICLETA,23-08-2017,2010,USO PARTICULAR,22-08-2022,
HE755C,LONCIN,AZUL,2017,LX150-27,MOTOCICLETA,20-07-2017,2011,USO PARTICULAR,19-07-2022,
HE870E,GALARDI,NEGRO,2016,GL250GT,MOTOCICLETA,13-10-2016,2010,USO PARTICULAR,12-10-2021,
HH043G,SUZUKI,NEGRO,2017,GN125,MOTOCICLETA,09-11-2017,2012,USO PARTICULAR,08-11-2022,
HJ022K,YAMAHA,ROJO,2020,FZ16,MOTOCICLETA,16-06-2020,2012,USO PARTICULAR,08-02-2023,
HM452H,TUKO,NEGRO,2016,TK 200 PRUSS,MOTOCICLETA,08-11-2016,2016,USO PARTICULAR,07-11-2021,
HN660X,YAMAHA,BLANCO,2018,XTZ125E,MOTOCICLETA,11-12-2018,2013,USO PARTICULAR,10-12-2023,
HN755A,LONCIN,AZUL,2016,LX150-70C,MOTOCICLETA,06-10-2016,2012,USO PARTICULAR,05-10-2021,
HN890I,BAJAJ,ROJO,2017,PULSAR 135 LS,MOTOCICLETA,27-12-2017,2013,USO PARTICULAR,26-12-2022,
HOM0837,HYUNDAI,CELESTE,2019,ACCENT 4P 1.4,AUTOMOVIL,20-08-2019,2009,USO PARTICULAR,18-08-2024,
HP571P,ORION,ANARANJADO,2017,WJ150-9II,MOTOCICLETA,13-06-2017,2013,USO PARTICULAR,14-08-2017,
HR472W,RANGER,ROJO,2017,200GY-8,MOTOCICLETA,17-05-2017,2013,USO PARTICULAR,16-05-2022,
HR946X,SUZUKI,PLATEADO,2019,AX100,MOTOCICLETA,05-08-2019,2012,USO PARTICULAR,31-07-2024,
HU314A,LONCIN,VERDE,2017,JL200-II,MOTOCICLETA,17-05-2017,2013,USO PARTICULAR,16-05-2022,
HU842E,RANGER,VINO,2013,XY150-10,MOTOCICLETA,21-02-2013,2011,USO PARTICULAR, ,
HV993K,YAMAHA,ROJO,2013,FZ 16,MOTOCICLETA,09-08-2013,2013,USO PARTICULAR, ,
HW798Y,KEEWAY,NEGRO,2013,TX200,MOTOCICLETA,22-11-2013,2012,USO PARTICULAR, ,
HY847Z,MOTOR UNO,ROJO,2019,ROCKET 250,MOTOCICLETA,19-08-2019,2014,USO PARTICULAR,31-08-2024,
HY991Z,RANGER,PLATEADO,2014,300STE,MOTOCICLETA,11-08-2014,2012,USO PARTICULAR, ,
IB644M,MOTOR UNO,ROJO,2016,SK200 FX200,MOTOCICLETA,17-10-2016,2015,USO PARTICULAR,16-10-2021,
IBA1340,TOYOTA,BLANCO,2018,AA PRIUS HIBRIDO,AUTOMOVIL,26-11-2018,2010,USO PARTICULAR,25-11-2023,
IBA2458,CHEVROLET,BLANCO,2017,NPR 71L AC 4.6 2P 4X2 TM DIESEL,CAMION,15-02-2017,2010,USO PUBLICO,14-02-2022,
IBA2816,SUZUKI,ROJO,2017,GRAND VITARA SZ 2.0L 5P TM 4X2,VEH. UTILITARIO,11-07-2017,2010,USO PARTICULAR,10-07-2022,
IBA3008,CHEVROLET,PLOMO,2019,LUV D-MAX 3.0L DIESEL CD TM 4X4,CAMIONETA,30-09-2019,2010,USO PARTICULAR,28-09-2024,
IBA3937,CHEVROLET,BLANCO,2017,LUV D-MAX 2.4L CD TM 4X2 OPTIMA,CAMIONETA,11-10-2017,2011,USO PUBLICO,10-10-2022,
IBA4430,KIA,PLATEADO,2017,PICANTO FL LX 1.1L,AUTOMOVIL,08-12-2017,2010,USO PARTICULAR,07-12-2022,
IBA4538,TOYOTA,PLOMO,2010,CET HILUX 4X2 CD NO AA DIESEL,CAMIONETA,05-07-2010,2010,USO PARTICULAR, ,
IBA4980,HYUNDAI,AZUL,2018,TUCSON IX GL 5P 4X2 2.0 TM STD,VEH. UTILITARIO,20-07-2018,2011,USO PARTICULAR,19-07-2023,
IBA5826,NISSAN,NEGRO,2019,X-TRAIL CLASSIC 4X4 2.5 MT,VEH. UTILITARIO,30-08-2019,2011,USO PARTICULAR,30-08-2024,
IBA5919,MAZDA,NEGRO,2019,BT-50 CD 4X2 STD GAS 2.2 FL,CAMIONETA,19-12-2019,2011,USO PARTICULAR,17-12-2024,
IBA7055,SUZUKI,PLATEADO,2019,GRAND VITARA SZ 2.0L 5P TM 4X2 FL,VEH. UTILITARIO,14-05-2019,2011,USO PARTICULAR,12-05-2024,
IBA7102,MAZDA,PLOMO,2020,BT-50 CD 4X2 STD GAS 2.2 FL,CAMIONETA,04-03-2020,2011,USO PARTICULAR,31-03-2025,
IBA7185,KIA,PLATEADO,2018,SPORTAGE R 2.0L 4X2 GSL MT,VEH. UTILITARIO,13-06-2018,2011,USO PARTICULAR,12-06-2023,
IBA7402,GREAT WALL,BLANCO,2018,WINGLE CD 4X2 SEMIFULL GAS 2.2,CAMIONETA,26-03-2018,2011,USO PARTICULAR,14-09-2024,
IBA7469,KIA,PLATEADO,2017,PICANTO FL LX 1.1L AC,AUTOMOVIL,30-01-2017,2011,USO PARTICULAR,30-10-2023,
IBA7874,KIA,NEGRO,2018,RIO 1.4L LX 5P AC,AUTOMOVIL,06-04-2018,2011,USO PARTICULAR,05-04-2023,
IBA8192,CHEVROLET,PLOMO,2020,GRAND VITARA 2.0L 5P DLX TM 4X2,VEH. UTILITARIO,06-08-2020,2011,USO PARTICULAR,05-08-2025,
IBA8624,HYUNDAI,DORADO,2017,H1 2.5 DSL TM 12 PASAJEROS,CAMIONETA,20-06-2017,2011,USO PARTICULAR,19-06-2022,
IBA9567,CHEVROLET,BLANCO,2020,AVEO EMOTION 1.6L GLS,AUTOMOVIL,13-10-2020,2011,USO PARTICULAR,31-08-2025,
HE712C,TUNDRA,NEGRO,2017,TD250GY-4Q,MOTOCICLETA,21-03-2017,2012,USO PARTICULAR,20-03-2022,
HE901F,BAJAJ,NEGRO,2020,PULSAR 200 NS,MOTOCICLETA,29-07-2020,2016,USO PARTICULAR,31-05-2021,
HE938F,BAJAJ,NEGRO,2019,PULSAR 200 NS,MOTOCICLETA,13-02-2019,2016,USO PARTICULAR,12-02-2024,
HE954F,LONCIN,ROJO,2018,LX250-11,MOTOCICLETA,25-10-2018,2015,USO PARTICULAR,24-10-2023,
HJ907J,GALARDI,ROJO,2018,GL250ATV,MOTOCICLETA,08-05-2018,2013,USO PARTICULAR,07-05-2023,
HK933M,ORION,AZUL,2017,FX-200R,MOTOCICLETA,19-10-2017,2013,USO PARTICULAR,18-10-2022,
HM418H,ORION,ROJO,2017,STORM,MOTOCICLETA,18-01-2017,2012,USO PARTICULAR,30-12-2021,
HM442H,SUKIDA,ROJO,2017,SKR 200S,MOTOCICLETA,05-04-2017,2012,USO PARTICULAR,04-04-2022,
HN170V,SHINERAY,ROJO,2017,XY200GY-6I,MOTOCICLETA,31-01-2017,2012,USO PARTICULAR,30-01-2022,
HN455G,MOTOR UNO,AZUL,2017,M1R200,MOTOCICLETA,07-04-2017,2012,USO PARTICULAR,06-04-2022,
HN516S,MOTOR UNO,ROJO,2017,M1R200,MOTOCICLETA,28-07-2017,2013,USO PARTICULAR,27-07-2022,
HN635Z,YAMAHA,NEGRO,2019,FZ 16,MOTOCICLETA,25-03-2019,2014,USO PARTICULAR,30-06-2024,
HN801J,MOTOR UNO,ANARANJADO,2019,TRAIL 200,MOTOCICLETA,04-12-2019,2012,USO PARTICULAR,02-12-2024,
HN895A,HONDA,NEGRO,2017,XR125LEKC,MOTOCICLETA,22-06-2017,2013,USO ESTATAL,21-06-2022,
HN935C,SUZUKI,NEGRO,2013,DL650,MOTOCICLETA,21-09-2013,2013,USO PARTICULAR,01-08-2021,
HO127R,ORION,AZUL,2017,RX 200R,MOTOCICLETA,08-09-2017,2012,USO PARTICULAR,07-09-2022,
HO241R,BAJAJ,ROJO,2017,PULSAR 135 LS,MOTOCICLETA,01-02-2017,2013,USO PARTICULAR,06-10-2024,
HO365W,BAJAJ,AZUL,2018,PULSAR 220 F,MOTOCICLETA,17-08-2018,2012,USO PARTICULAR,16-08-2023,
HO378W,SUZUKI,PLOMO,2017,GD110,MOTOCICLETA,18-09-2017,2012,USO PARTICULAR,17-09-2022,
HO857L,SUZUKI,AZUL,2019,GN125,MOTOCICLETA,18-07-2019,2012,USO PARTICULAR,16-07-2024,
HOM0724,HYUNDAI,AZUL,2017,GETZ GL GXX 5D TM DB496,AUTOMOVIL,23-05-2017,2009,USO PARTICULAR,22-05-2022,
HOM0921,NISSAN DIESEL,AMARILLO,2016,CWB459HDLB,VEHICULO ESPECIAL,21-03-2016,2009,USO PUBLICO, ,
HP653Y,TUNDRA,AZUL,2017,TD250GY-4F,MOTOCICLETA,01-06-2017,2012,USO PARTICULAR,31-05-2022,
HP659Y,RANGER,NEGRO,2017,200GY-8,MOTOCICLETA,06-11-2017,2013,USO PARTICULAR,31-10-2022,
HP866D,TUNDRA,AZUL,2016,TD250GY-4F,MOTOCICLETA,01-07-2016,2012,USO PARTICULAR,07-07-2024,
HQ926B,TUNDRA,AZUL,2017,TD250GY-4F,MOTOCICLETA,25-09-2017,2012,USO PARTICULAR,17-11-2024,
HR257I,MOTOR UNO,NEGRO,2016,M1R250,MOTOCICLETA,27-10-2016,2012,USO PARTICULAR,09-09-2023,
HT644V,MOTOR UNO,VERDE,2018,ROCKET 250 DG,MOTOCICLETA,24-05-2018,2012,USO PARTICULAR,23-05-2023,
HU167S,HONDA,NEGRO,2017,CGX125SHC,MOTOCICLETA,14-08-2017,2013,USO PARTICULAR,15-05-2023,
HU566A,TUNDRA,AZUL,2019,TD250GY-4F,MOTOCICLETA,28-06-2019,2014,USO PARTICULAR,26-06-2024,
HU609A,RANGER,ROJO,2019,200-6,MOTOCICLETA,28-10-2019,2014,USO PARTICULAR,26-10-2024,
HU699A,BAJAJ,AZUL,2019,PULSAR 135 LS,MOTOCICLETA,05-11-2019,2014,USO PARTICULAR,03-11-2024,
HU762A,TUNDRA,PLATEADO,2019,TD200-3AA9,MOTOCICLETA,06-03-2019,2014,USO PARTICULAR,31-03-2024,
HW813V,BAJAJ,AZUL,2017,BOXER BM125 KS,MOTOCICLETA,27-12-2017,2011,USO PARTICULAR,31-12-2017,
HZ442Z,TRAXX,NEGRO,2017,TX150-5BQ,MOTOCICLETA,16-03-2017,2012,USO PARTICULAR,15-03-2022,
IA284O,BAJAJ,ROJO,2019,PULSAR 200 NS,MOTOCICLETA,13-06-2019,2014,USO PARTICULAR,31-05-2024,
IAK0770,HINO,AZUL,2016,FG1JPUZ,AUTOBUS,20-10-2016,2010,USO PUBLICO,19-10-2021,
IB186M,SUKIDA,ROJO,2018,SKR 200S,MOTOCICLETA,15-08-2018,2014,USO PARTICULAR,31-07-2023,
IB229M,LONCIN,AZUL,2018,BWS175,MOTOCICLETA,17-05-2018,2014,USO PARTICULAR,16-05-2023,
IB296M,RANGER,VERDE,2018,XY200GY-9,MOTOCICLETA,27-07-2018,2010,USO PARTICULAR,31-07-2023,
IB679M,SUKIDA,NEGRO,2018,STIFF 150,MOTOCICLETA,20-02-2018,2015,USO PARTICULAR,19-02-2023,
IBA1063,CHEVROLET,NEGRO,2013,AVEO ACTIVO 1.6L 4P AC,AUTOMOVIL,12-04-2013,2009,USO PARTICULAR, ,
IBA2522,HYUNDAI,BLANCO,2019,GETZ 5P 1.6 AC,AUTOMOVIL,05-08-2019,2009,USO PARTICULAR,03-08-2024,
IBA1096,HINO,BLANCO,2017,XZU423L-HKMRD3,CAMION,13-10-2017,2009,USO PARTICULAR,12-10-2022,
IBA1441,MAZDA,NEGRO,2019,BT-50 CD 4X2 STD GAS 2.2 FL,CAMIONETA,24-10-2019,2010,USO PARTICULAR,22-10-2024,
IBA2060,KIA,ROJO,2017,RIO 1.4L LX 4P,AUTOMOVIL,05-09-2017,2010,USO PARTICULAR,05-03-2025,
IBA2837,CHEVROLET,DORADO,2019,AVEO EMOTION 1.6L STD,AUTOMOVIL,22-02-2019,2010,USO PARTICULAR,21-02-2024,
IBA2872,CHEVROLET,AMARILLO,2017,AVEO ACTIVO 1.6L 4P AC,AUTOMOVIL,23-06-2017,2010,USO PUBLICO,17-04-2023,
IBA4809,TOYOTA,AZUL,2020,ETT HILUX 4X2 CD,CAMIONETA,06-10-2020,2010,USO PARTICULAR,31-10-2025,
IBA5088,RENAULT,CREMA,2016,SANDERO 1.6 MT EXPRESSION,AUTOMOVIL,19-12-2016,2011,USO PARTICULAR,18-12-2021,
